shipping_id,order_id,shipping_date,return_date,shipping_providers,delivery_status
2309,2309,2023-10-30,,FedEx,Delivered
2310,2310,2023-12-15,2023-12-23,FedEx,Returned
2311,2311,2023-02-21,,Amazon Logistics,Delivered
2312,2312,2023-02-08,,FedEx,Delivered
2313,2313,2023-03-17,2023-03-21,BlueDart,Returned
2314,2314,2023-08-23,,India Post,Delivered
2315,2315,2023-04-15,,DTDC,Delivered
2316,2316,2023-08-13,2023-08-19,Amazon Logistics,Returned
2317,2317,2023-08-17,,Delhivery,Cancelled
2318,2318,2022-08-03,,Ekart,Delivered
2319,2319,2023-07-02,,India Post,Cancelled
2320,2320,2023-07-12,,Delhivery,Delivered
2321,2321,2022-11-23,,Delhivery,In Transit
2322,2322,2022-07-28,,India Post,Delivered
2323,2323,2022-10-10,,Ekart,Cancelled
2324,2324,2022-01-29,,India Post,Delivered
2325,2325,2023-01-23,2023-01-30,Delhivery,Returned
2326,2326,2022-08-07,,India Post,Delivered
2327,2327,2023-02-16,,India Post,Cancelled
2328,2328,2023-09-02,,India Post,Delivered
2329,2329,2022-07-04,,DTDC,In Transit
2330,2330,2022-05-09,,DTDC,Delivered
2331,2331,2023-05-20,,India Post,Delivered
2332,2332,2022-11-25,,Delhivery,Delivered
2333,2333,2022-04-07,,India Post,Delivered
2334,2334,2022-09-24,,FedEx,Pending
2335,2335,2022-01-19,,FedEx,Cancelled
2336,2336,2023-02-16,,BlueDart,Delivered
2337,2337,2022-11-17,,DTDC,Delivered
2338,2338,2023-11-03,,Ekart,Pending
2339,2339,2022-04-02,,Ekart,Cancelled
2340,2340,2023-05-03,,India Post,In Transit
2341,2341,2022-12-03,,Amazon Logistics,Cancelled
2342,2342,2022-07-03,,Ekart,Delivered
2343,2343,2022-06-13,,Ekart,Delivered
2344,2344,2022-02-10,,Ekart,Cancelled
2345,2345,2023-11-11,,India Post,Delivered
2346,2346,2022-06-12,,BlueDart,Delivered
2347,2347,2023-06-19,,FedEx,In Transit
2348,2348,2023-11-18,2023-11-24,India Post,Returned
2349,2349,2022-04-28,,BlueDart,Delivered
2350,2350,2022-07-31,,BlueDart,Delivered
2351,2351,2022-10-02,,Amazon Logistics,Delivered
2352,2352,2022-01-29,2022-01-31,Delhivery,Returned
2353,2353,2022-02-08,2022-02-16,India Post,Returned
2354,2354,2022-02-18,,Amazon Logistics,In Transit
2355,2355,2023-06-24,,FedEx,Delivered
2356,2356,2022-12-27,,Amazon Logistics,Delivered
2357,2357,2022-03-14,,India Post,Delivered
2358,2358,2023-03-06,,FedEx,Delivered
2359,2359,2023-09-14,,Ekart,Delivered
2360,2360,2023-05-04,,Amazon Logistics,Delivered
2361,2361,2023-11-09,,Ekart,Pending
2362,2362,2023-11-18,,DTDC,Delivered
2363,2363,2023-08-11,,India Post,Delivered
2364,2364,2022-05-17,,Ekart,Delivered
2365,2365,2022-03-27,,Ekart,In Transit
2366,2366,2022-10-20,,Amazon Logistics,Delivered
2367,2367,2022-08-21,,Amazon Logistics,In Transit
2368,2368,2022-11-07,,BlueDart,Pending
2369,2369,2023-11-17,,BlueDart,Delivered
2370,2370,2022-10-06,,DTDC,Delivered
2371,2371,2023-01-21,,Ekart,Delivered
2372,2372,2022-02-07,,India Post,Delivered
2373,2373,2022-07-24,,Ekart,Delivered
2374,2374,2022-02-07,,Amazon Logistics,Delivered
2375,2375,2022-11-30,,BlueDart,Delivered
2376,2376,2022-12-24,2022-12-26,Amazon Logistics,Returned
2377,2377,2023-08-17,,Amazon Logistics,Pending
2378,2378,2023-04-13,,DTDC,Delivered
2379,2379,2022-05-06,,DTDC,In Transit
2380,2380,2023-06-12,,FedEx,Delivered
2381,2381,2022-07-13,,Amazon Logistics,Cancelled
2382,2382,2023-05-20,,India Post,Delivered
2383,2383,2022-04-11,,DTDC,In Transit
2384,2384,2022-10-01,,DTDC,Delivered
2385,2385,2022-01-29,,DTDC,Delivered
2386,2386,2022-08-23,,Amazon Logistics,Cancelled
2387,2387,2022-05-07,,India Post,Delivered
2388,2388,2022-12-24,,Ekart,Delivered
2389,2389,2022-03-30,,Amazon Logistics,Delivered
2390,2390,2023-06-13,,DTDC,Cancelled
2391,2391,2022-08-17,,Amazon Logistics,Delivered
2392,2392,2023-01-02,,India Post,Cancelled
2393,2393,2023-08-04,,India Post,Delivered
2394,2394,2023-07-03,,Amazon Logistics,Delivered
2395,2395,2023-07-01,,Ekart,Delivered
2396,2396,2023-11-30,,Ekart,Delivered
2397,2397,2023-09-29,,FedEx,In Transit
2398,2398,2023-07-11,,India Post,Delivered
2399,2399,2022-07-29,,DTDC,Pending
2400,2400,2023-02-16,2023-02-20,Delhivery,Returned
2401,2401,2023-03-11,,Amazon Logistics,Delivered
2402,2402,2022-05-25,,Amazon Logistics,Delivered
2403,2403,2022-09-18,,Ekart,In Transit
2404,2404,2022-08-06,,Amazon Logistics,Delivered
2405,2405,2022-03-15,,Amazon Logistics,Delivered
2406,2406,2022-05-29,,BlueDart,In Transit
2407,2407,2022-09-10,,Amazon Logistics,Delivered
2408,2408,2023-02-08,,Amazon Logistics,Delivered
2409,2409,2022-12-27,,Amazon Logistics,Pending
2410,2410,2022-10-12,,Amazon Logistics,Delivered
2411,2411,2023-08-27,,FedEx,Delivered
2412,2412,2023-04-02,,FedEx,Delivered
2413,2413,2022-12-05,,FedEx,Delivered
2414,2414,2022-11-19,,DTDC,Cancelled
2415,2415,2023-09-07,,Delhivery,In Transit
2416,2416,2022-11-07,,Ekart,Delivered
2417,2417,2023-09-21,,DTDC,Delivered
2418,2418,2022-12-21,,FedEx,Pending
2419,2419,2022-02-16,,BlueDart,Delivered
2420,2420,2023-04-25,,BlueDart,Delivered
2421,2421,2023-12-30,,India Post,In Transit
2422,2422,2022-08-24,,DTDC,Delivered
2423,2423,2023-09-13,2023-09-15,Ekart,Returned
2424,2424,2022-09-06,,BlueDart,Delivered
2425,2425,2023-12-25,,DTDC,Delivered
2426,2426,2023-10-17,,DTDC,Delivered
2427,2427,2022-10-15,,India Post,Delivered
2428,2428,2022-12-04,,Delhivery,Cancelled
2429,2429,2023-01-04,,Delhivery,Delivered
2430,2430,2023-05-17,,FedEx,Delivered
2431,2431,2023-09-01,,Ekart,Delivered
2432,2432,2023-12-30,,Delhivery,Delivered
2433,2433,2023-08-08,,DTDC,Delivered
2434,2434,2023-11-16,,India Post,Delivered
2435,2435,2023-08-30,,India Post,Pending
2436,2436,2023-08-18,,Amazon Logistics,Pending
2437,2437,2022-09-06,,Ekart,In Transit
2438,2438,2023-09-13,,DTDC,In Transit
2439,2439,2022-02-12,,FedEx,Cancelled
2440,2440,2023-04-20,,Ekart,Delivered
2441,2441,2023-02-14,,DTDC,In Transit
2442,2442,2023-03-21,,India Post,Delivered
2443,2443,2022-07-09,,India Post,Pending
2444,2444,2022-04-14,,BlueDart,Cancelled
2445,2445,2023-04-16,,BlueDart,Delivered
2446,2446,2023-12-06,,DTDC,Pending
2447,2447,2022-09-14,,BlueDart,Cancelled
2448,2448,2022-12-03,,Amazon Logistics,Pending
2449,2449,2022-09-29,,Delhivery,Delivered
2450,2450,2023-07-18,,Ekart,In Transit
2451,2451,2022-12-24,,BlueDart,Cancelled
2452,2452,2022-04-07,,FedEx,Delivered
2453,2453,2022-08-26,,FedEx,Delivered
2454,2454,2022-04-07,,Delhivery,Delivered
2455,2455,2023-05-29,,Delhivery,In Transit
2456,2456,2022-08-01,,Delhivery,Delivered
2457,2457,2022-12-16,2022-12-23,FedEx,Returned
2458,2458,2022-06-15,,India Post,Delivered
2459,2459,2022-04-27,,India Post,Delivered
2460,2460,2023-06-08,,BlueDart,Delivered
2461,2461,2023-07-31,,BlueDart,Delivered
2462,2462,2023-12-19,,BlueDart,Delivered
2463,2463,2024-01-03,,BlueDart,Delivered
2464,2464,2022-10-01,,BlueDart,Delivered
2465,2465,2022-12-31,2023-01-05,Amazon Logistics,Returned
2466,2466,2022-04-19,,BlueDart,Cancelled
2467,2467,2022-11-02,,Amazon Logistics,Pending
2468,2468,2022-12-01,,DTDC,Cancelled
2469,2469,2022-09-12,,BlueDart,In Transit
2470,2470,2022-10-13,,India Post,Delivered
2471,2471,2023-12-16,2023-12-21,Ekart,Returned
2472,2472,2023-03-31,,BlueDart,Delivered
2473,2473,2022-11-02,2022-11-04,India Post,Returned
2474,2474,2023-05-15,,Delhivery,Delivered
2475,2475,2023-07-20,,Delhivery,Delivered
2476,2476,2023-06-20,,FedEx,Delivered
2477,2477,2023-02-06,,BlueDart,In Transit
2478,2478,2023-01-10,,India Post,Delivered
2479,2479,2023-01-10,,BlueDart,Delivered
2480,2480,2023-01-06,,Delhivery,Delivered
2481,2481,2023-12-25,,Ekart,Delivered
2482,2482,2022-04-13,,Ekart,In Transit
2483,2483,2023-07-07,,Amazon Logistics,Cancelled
2484,2484,2023-09-15,,Ekart,Delivered
2485,2485,2023-12-22,,Amazon Logistics,Cancelled
2486,2486,2022-08-22,,DTDC,Delivered
2487,2487,2022-02-28,,Ekart,Delivered
2488,2488,2023-09-01,,DTDC,Pending
2489,2489,2022-06-28,,DTDC,Delivered
2490,2490,2023-10-31,,FedEx,Delivered
2491,2491,2023-12-26,,Delhivery,In Transit
2492,2492,2022-03-11,,FedEx,Delivered
2493,2493,2022-09-17,,FedEx,Delivered
2494,2494,2023-09-08,,Amazon Logistics,In Transit
2495,2495,2022-05-20,,Delhivery,In Transit
2496,2496,2022-11-17,,Amazon Logistics,In Transit
2497,2497,2022-12-06,,BlueDart,Cancelled
2498,2498,2023-06-06,,Delhivery,Delivered
2499,2499,2023-07-11,,FedEx,Delivered
2500,2500,2022-01-09,,FedEx,Delivered
2501,2501,2023-01-05,,DTDC,Cancelled
2502,2502,2022-03-16,,Delhivery,Delivered
2503,2503,2022-06-16,,FedEx,Delivered
2504,2504,2023-09-13,,India Post,Pending
2505,2505,2022-07-07,2022-07-12,India Post,Returned
2506,2506,2022-05-05,,Delhivery,Delivered
2507,2507,2023-02-19,,Delhivery,Pending
2508,2508,2023-02-04,,India Post,Delivered
2509,2509,2023-05-02,,DTDC,Delivered
2510,2510,2022-11-20,,DTDC,In Transit
2511,2511,2022-09-19,,India Post,Delivered
2512,2512,2023-02-17,,Ekart,Delivered
2513,2513,2023-10-26,,Delhivery,Delivered
2514,2514,2022-04-11,,DTDC,Delivered
2515,2515,2023-09-14,,Ekart,Delivered
2516,2516,2023-01-20,,Amazon Logistics,Delivered
2517,2517,2023-06-30,,BlueDart,Delivered
2518,2518,2022-11-14,,Ekart,Delivered
2519,2519,2022-03-16,,India Post,Delivered
2520,2520,2023-09-29,,DTDC,Delivered
2521,2521,2022-12-21,2022-12-27,DTDC,Returned
2522,2522,2023-09-12,,Ekart,Delivered
2523,2523,2023-04-01,,Delhivery,Delivered
2524,2524,2022-06-03,,Ekart,Delivered
2525,2525,2022-02-12,2022-02-22,Delhivery,Returned
2526,2526,2022-05-07,,India Post,Pending
2527,2527,2022-04-23,,Ekart,Delivered
2528,2528,2023-06-20,,Ekart,Delivered
2529,2529,2023-09-12,2023-09-14,Delhivery,Returned
2530,2530,2023-04-16,,DTDC,Delivered
2531,2531,2023-02-04,,Ekart,Pending
2532,2532,2023-11-21,,DTDC,Delivered
2533,2533,2023-01-14,,Delhivery,Pending
2534,2534,2023-05-21,,Delhivery,Delivered
2535,2535,2022-03-03,,Delhivery,Cancelled
2536,2536,2023-11-09,,India Post,Cancelled
2537,2537,2022-04-15,,FedEx,Delivered
2538,2538,2023-11-07,,Delhivery,Delivered
2539,2539,2023-12-25,,Ekart,Delivered
2540,2540,2023-07-15,,Delhivery,Delivered
2541,2541,2022-05-22,,FedEx,Delivered
2542,2542,2023-10-06,,FedEx,Delivered
2543,2543,2022-03-29,,FedEx,Delivered
2544,2544,2022-12-01,,FedEx,Delivered
2545,2545,2022-11-11,,FedEx,Delivered
2546,2546,2023-12-07,,DTDC,Delivered
2547,2547,2022-02-17,,DTDC,Delivered
2548,2548,2023-08-26,,Ekart,Delivered
2549,2549,2023-10-22,,FedEx,Delivered
2550,2550,2022-02-03,,BlueDart,Delivered
2551,2551,2023-01-01,,DTDC,Delivered
2552,2552,2023-12-05,,Amazon Logistics,In Transit
2553,2553,2023-06-25,,India Post,Delivered
2554,2554,2023-12-02,2023-12-08,Ekart,Returned
2555,2555,2022-04-15,2022-04-22,Delhivery,Returned
2556,2556,2024-01-02,,Amazon Logistics,In Transit
2557,2557,2023-05-28,,BlueDart,Delivered
2558,2558,2022-01-17,,DTDC,Delivered
2559,2559,2023-12-08,,DTDC,Delivered
2560,2560,2022-09-06,,DTDC,Pending
2561,2561,2023-02-06,,Amazon Logistics,Delivered
2562,2562,2023-02-21,,Ekart,Delivered
2563,2563,2022-09-14,,FedEx,Delivered
2564,2564,2023-03-12,,DTDC,In Transit
2565,2565,2023-10-07,,Ekart,Pending
2566,2566,2023-11-02,,Amazon Logistics,Delivered
2567,2567,2022-01-12,,FedEx,Delivered
2568,2568,2022-07-19,,Ekart,Delivered
2569,2569,2023-09-11,,FedEx,In Transit
2570,2570,2022-02-15,,Amazon Logistics,Delivered
2571,2571,2023-11-11,,BlueDart,Delivered
2572,2572,2022-05-01,2022-05-09,Ekart,Returned
2573,2573,2023-05-17,,India Post,Delivered
2574,2574,2022-06-26,,India Post,Delivered
2575,2575,2023-12-01,,Ekart,Delivered
2576,2576,2023-07-08,2023-07-12,Amazon Logistics,Returned
2577,2577,2022-09-28,,BlueDart,Delivered
2578,2578,2022-07-28,,FedEx,Delivered
2579,2579,2023-05-26,,BlueDart,Delivered
2580,2580,2022-02-09,,India Post,Delivered
2581,2581,2022-08-24,,Ekart,Delivered
2582,2582,2023-12-16,,India Post,Delivered
2583,2583,2023-09-24,,Amazon Logistics,In Transit
2584,2584,2023-04-02,,Delhivery,Delivered
2585,2585,2023-06-03,,India Post,In Transit
2586,2586,2022-11-26,,BlueDart,Delivered
2587,2587,2022-06-08,2022-06-11,Ekart,Returned
2588,2588,2022-12-26,2022-12-31,India Post,Returned
2589,2589,2022-03-02,,BlueDart,Delivered
2590,2590,2022-10-30,,FedEx,Delivered
2591,2591,2023-10-10,,Delhivery,In Transit
2592,2592,2023-03-27,,Ekart,Delivered
2593,2593,2022-09-12,,DTDC,Delivered
2594,2594,2022-06-18,,DTDC,Pending
2595,2595,2022-03-02,,Ekart,Delivered
2596,2596,2023-06-18,,DTDC,Delivered
2597,2597,2022-06-25,,India Post,Delivered
2598,2598,2022-06-01,,India Post,In Transit
2599,2599,2022-01-09,,Amazon Logistics,Delivered
2600,2600,2023-02-03,,Amazon Logistics,Delivered
2601,2601,2022-08-23,,Amazon Logistics,Delivered
2602,2602,2023-07-17,,Ekart,Delivered
2603,2603,2023-05-08,,DTDC,Delivered
2604,2604,2022-10-18,,DTDC,Delivered
2605,2605,2022-09-02,,Ekart,Delivered
2606,2606,2022-12-24,,FedEx,Delivered
2607,2607,2022-06-11,2022-06-14,DTDC,Returned
2608,2608,2022-08-21,,India Post,Delivered
2609,2609,2022-07-02,,BlueDart,Pending
2610,2610,2022-06-17,,DTDC,Delivered
2611,2611,2022-11-08,,India Post,Delivered
2612,2612,2024-01-02,2024-01-05,Amazon Logistics,Returned
2613,2613,2023-02-20,,Ekart,Delivered
2614,2614,2023-02-25,,FedEx,Delivered
2615,2615,2023-04-12,,BlueDart,Delivered
2616,2616,2022-12-17,,Delhivery,Delivered
2617,2617,2023-07-01,,India Post,Delivered
2618,2618,2022-07-17,,Ekart,Pending
2619,2619,2023-11-10,,Ekart,Delivered
2620,2620,2023-04-21,,DTDC,Cancelled
2621,2621,2023-01-24,,DTDC,Delivered
2622,2622,2022-05-28,,BlueDart,Delivered
2623,2623,2023-04-13,2023-04-16,Amazon Logistics,Returned
2624,2624,2023-02-28,,Delhivery,Delivered
2625,2625,2023-07-21,,FedEx,In Transit
2626,2626,2023-06-17,,Ekart,Pending
2627,2627,2022-01-27,,Delhivery,Delivered
2628,2628,2023-11-17,,DTDC,Pending
2629,2629,2023-12-01,,BlueDart,Delivered
2630,2630,2023-02-21,,Delhivery,Delivered
2631,2631,2022-11-24,2022-12-02,FedEx,Returned
2632,2632,2022-05-18,,BlueDart,Delivered
2633,2633,2023-09-25,,Delhivery,Delivered
2634,2634,2022-02-07,,Delhivery,Cancelled
2635,2635,2022-04-02,2022-04-11,Amazon Logistics,Returned
2636,2636,2022-02-27,,FedEx,Delivered
2637,2637,2023-01-05,,FedEx,Delivered
2638,2638,2022-08-11,,FedEx,Delivered
2639,2639,2022-11-23,,FedEx,Delivered
2640,2640,2023-12-26,,FedEx,Delivered
2641,2641,2023-08-04,,India Post,Delivered
2642,2642,2022-05-07,,Ekart,Delivered
2643,2643,2023-08-01,,BlueDart,Delivered
2644,2644,2022-10-20,,Ekart,Pending
2645,2645,2023-11-13,2023-11-15,DTDC,Returned
2646,2646,2022-04-12,,Ekart,Delivered
2647,2647,2023-01-27,,DTDC,Delivered
2648,2648,2022-01-23,,Ekart,Pending
2649,2649,2023-01-12,,Amazon Logistics,Delivered
2650,2650,2022-07-08,,Delhivery,Pending
2651,2651,2023-11-22,2023-11-25,Ekart,Returned
2652,2652,2022-04-01,,Delhivery,Delivered
2653,2653,2022-05-21,,BlueDart,In Transit
2654,2654,2022-06-04,,Delhivery,Delivered
2655,2655,2023-10-16,,DTDC,In Transit
2656,2656,2022-03-31,,FedEx,Pending
2657,2657,2023-05-23,2023-05-26,Ekart,Returned
2658,2658,2023-03-08,2023-03-13,BlueDart,Returned
2659,2659,2022-07-21,,BlueDart,Pending
2660,2660,2022-01-30,2022-02-09,Amazon Logistics,Returned
2661,2661,2022-02-27,,Delhivery,In Transit
2662,2662,2022-10-01,,India Post,Delivered
2663,2663,2022-10-08,,Amazon Logistics,In Transit
2664,2664,2023-11-12,,DTDC,Delivered
2665,2665,2022-05-17,,Delhivery,Delivered
2666,2666,2023-08-15,,BlueDart,Delivered
2667,2667,2023-05-01,,Amazon Logistics,Delivered
2668,2668,2023-11-22,,Delhivery,Delivered
2669,2669,2023-01-13,2023-01-15,Ekart,Returned
2670,2670,2023-03-13,,DTDC,Delivered
2671,2671,2022-12-25,,Ekart,Delivered
2672,2672,2023-05-18,,India Post,Delivered
2673,2673,2023-04-09,,Ekart,Delivered
2674,2674,2023-11-18,2023-11-25,Ekart,Returned
2675,2675,2022-05-02,,India Post,Cancelled
2676,2676,2022-04-23,,Delhivery,Delivered
2677,2677,2022-03-13,,FedEx,Cancelled
2678,2678,2022-04-03,,Amazon Logistics,Delivered
2679,2679,2022-01-15,2022-01-17,Amazon Logistics,Returned
2680,2680,2023-09-28,,BlueDart,Delivered
2681,2681,2023-04-18,,Delhivery,Cancelled
2682,2682,2022-04-21,,Ekart,Delivered
2683,2683,2022-05-25,2022-05-27,Delhivery,Returned
2684,2684,2022-07-12,,DTDC,Pending
2685,2685,2022-01-09,,Delhivery,Delivered
2686,2686,2022-02-25,,DTDC,Delivered
2687,2687,2023-10-07,,Delhivery,Delivered
2688,2688,2022-07-25,,Delhivery,Delivered
2689,2689,2022-07-12,,Amazon Logistics,In Transit
2690,2690,2023-09-02,,Amazon Logistics,Delivered
2691,2691,2023-06-08,,BlueDart,Delivered
2692,2692,2022-07-23,2022-08-02,FedEx,Returned
2693,2693,2023-08-15,,BlueDart,In Transit
2694,2694,2023-12-23,,Amazon Logistics,Delivered
2695,2695,2022-12-01,,BlueDart,Delivered
2696,2696,2023-10-17,,Amazon Logistics,Delivered
2697,2697,2023-03-04,,DTDC,Delivered
2698,2698,2023-03-18,,India Post,In Transit
2699,2699,2023-07-02,2023-07-06,India Post,Returned
2700,2700,2023-12-02,,FedEx,In Transit
2701,2701,2022-03-11,,Delhivery,Delivered
2702,2702,2022-03-04,,India Post,Cancelled
2703,2703,2022-03-24,2022-03-27,India Post,Returned
2704,2704,2023-04-04,,FedEx,In Transit
2705,2705,2022-11-24,2022-12-03,Ekart,Returned
2706,2706,2023-01-11,,BlueDart,Delivered
2707,2707,2022-03-11,,India Post,In Transit
2708,2708,2022-11-27,,Ekart,In Transit
2709,2709,2023-05-11,,Ekart,Delivered
2710,2710,2023-05-18,,Ekart,Pending
2711,2711,2022-07-19,,DTDC,Delivered
2712,2712,2023-12-13,,Delhivery,Delivered
2713,2713,2023-04-23,,BlueDart,Delivered
2714,2714,2023-04-23,,Delhivery,Delivered
2715,2715,2023-02-03,2023-02-10,FedEx,Returned
2716,2716,2022-11-26,,DTDC,Delivered
2717,2717,2023-01-13,,BlueDart,Cancelled
2718,2718,2023-11-11,,Delhivery,Delivered
2719,2719,2022-07-12,,FedEx,Delivered
2720,2720,2023-04-30,,India Post,Delivered
2721,2721,2022-01-25,,India Post,Delivered
2722,2722,2023-07-22,,DTDC,Delivered
2723,2723,2023-09-15,,Amazon Logistics,Delivered
2724,2724,2022-06-15,,Ekart,Delivered
2725,2725,2022-04-22,,Delhivery,In Transit
2726,2726,2023-09-18,,India Post,Delivered
2727,2727,2023-05-24,,India Post,Delivered
2728,2728,2022-01-15,,India Post,Delivered
2729,2729,2022-12-15,,Delhivery,In Transit
2730,2730,2023-03-19,,India Post,Delivered
2731,2731,2023-06-30,,Delhivery,In Transit
2732,2732,2023-12-11,,India Post,Delivered
2733,2733,2023-05-03,,Ekart,Delivered
2734,2734,2023-03-08,,Amazon Logistics,Pending
2735,2735,2023-12-07,,FedEx,Delivered
2736,2736,2023-05-06,,BlueDart,Delivered
2737,2737,2023-08-17,,BlueDart,In Transit
2738,2738,2022-05-14,,Ekart,Cancelled
2739,2739,2023-08-15,,Ekart,In Transit
2740,2740,2023-09-22,,BlueDart,Delivered
2741,2741,2023-05-01,,Amazon Logistics,Delivered
2742,2742,2022-04-09,,Delhivery,Delivered
2743,2743,2022-11-30,,DTDC,Delivered
2744,2744,2023-09-12,,DTDC,Delivered
2745,2745,2023-04-11,,DTDC,Delivered
2746,2746,2022-10-15,,FedEx,Delivered
2747,2747,2022-03-03,,FedEx,Delivered
2748,2748,2022-01-07,,Delhivery,Cancelled
2749,2749,2023-05-15,,FedEx,Cancelled
2750,2750,2022-11-26,,FedEx,Delivered
2751,2751,2023-07-09,,Delhivery,Delivered
2752,2752,2023-09-05,,India Post,Delivered
2753,2753,2022-03-05,,DTDC,Delivered
2754,2754,2023-06-02,,DTDC,Cancelled
2755,2755,2023-03-15,,Ekart,Delivered
2756,2756,2022-08-02,,Ekart,Delivered
2757,2757,2023-11-03,,DTDC,Delivered
2758,2758,2023-01-18,2023-01-21,Delhivery,Returned
2759,2759,2022-06-05,,India Post,Delivered
2760,2760,2022-06-11,,Ekart,In Transit
2761,2761,2022-04-24,,Ekart,Delivered
2762,2762,2022-07-26,,Amazon Logistics,Delivered
2763,2763,2022-06-19,,Delhivery,Delivered
2764,2764,2022-01-23,2022-01-27,Delhivery,Returned
2765,2765,2023-07-24,,BlueDart,Delivered
2766,2766,2023-01-25,,India Post,Delivered
2767,2767,2023-10-27,,India Post,Delivered
2768,2768,2023-09-23,,India Post,Delivered
2769,2769,2022-10-22,,India Post,In Transit
2770,2770,2022-02-11,,Amazon Logistics,Delivered
2771,2771,2022-05-18,2022-05-24,FedEx,Returned
2772,2772,2022-05-27,,FedEx,Delivered
2773,2773,2022-09-01,,Delhivery,Delivered
2774,2774,2023-01-04,,India Post,Delivered
2775,2775,2022-03-16,,Ekart,Delivered
2776,2776,2023-06-26,,Amazon Logistics,Cancelled
2777,2777,2023-12-17,,Amazon Logistics,Cancelled
2778,2778,2022-08-05,,BlueDart,Delivered
2779,2779,2022-09-27,,FedEx,Delivered
2780,2780,2023-12-06,,Amazon Logistics,Delivered
2781,2781,2023-12-20,,DTDC,Delivered
2782,2782,2022-08-16,,BlueDart,Pending
2783,2783,2022-05-22,,India Post,Delivered
2784,2784,2023-10-17,,Amazon Logistics,Delivered
2785,2785,2022-10-25,,India Post,In Transit
2786,2786,2023-12-18,,FedEx,Delivered
2787,2787,2022-07-27,,India Post,Delivered
2788,2788,2023-08-24,,India Post,Delivered
2789,2789,2022-03-28,,FedEx,Delivered
2790,2790,2022-06-20,,Delhivery,Delivered
2791,2791,2022-01-10,,FedEx,In Transit
2792,2792,2022-10-19,,Amazon Logistics,Delivered
2793,2793,2023-02-07,,Amazon Logistics,In Transit
2794,2794,2022-09-22,,Ekart,Delivered
2795,2795,2022-09-25,,BlueDart,In Transit
2796,2796,2023-04-13,,Amazon Logistics,Delivered
2797,2797,2023-11-02,,BlueDart,Cancelled
2798,2798,2022-07-31,,India Post,Delivered
2799,2799,2022-04-24,,BlueDart,Delivered
2800,2800,2023-08-11,,Ekart,Delivered
2801,2801,2023-12-09,2023-12-19,Amazon Logistics,Returned
2802,2802,2022-11-10,,India Post,Delivered
2803,2803,2023-10-06,2023-10-14,BlueDart,Returned
2804,2804,2022-09-21,,Ekart,Delivered
2805,2805,2022-01-18,2022-01-20,Ekart,Returned
2806,2806,2022-08-02,,BlueDart,Delivered
2807,2807,2022-12-04,,BlueDart,Delivered
2808,2808,2022-06-21,,India Post,Delivered
2809,2809,2023-09-06,2023-09-16,FedEx,Returned
2810,2810,2022-09-13,,BlueDart,Delivered
2811,2811,2022-01-03,,BlueDart,Delivered
2812,2812,2022-01-17,,FedEx,Pending
2813,2813,2022-11-11,,Ekart,In Transit
2814,2814,2022-06-17,,Ekart,Delivered
2815,2815,2023-10-26,,Ekart,In Transit
2816,2816,2023-01-19,,BlueDart,Delivered
2817,2817,2022-01-25,,India Post,Delivered
2818,2818,2022-05-07,,Delhivery,Delivered
2819,2819,2022-08-01,,Amazon Logistics,In Transit
2820,2820,2023-12-03,2023-12-13,Delhivery,Returned
2821,2821,2023-05-07,,DTDC,Delivered
2822,2822,2022-09-02,,Ekart,In Transit
2823,2823,2022-10-08,,Ekart,In Transit
2824,2824,2023-05-08,,FedEx,In Transit
2825,2825,2022-08-10,,DTDC,In Transit
2826,2826,2022-02-04,,India Post,Delivered
2827,2827,2023-04-25,,Ekart,Pending
2828,2828,2023-08-17,,Amazon Logistics,In Transit
2829,2829,2022-10-17,,FedEx,In Transit
2830,2830,2022-07-31,,Ekart,Delivered
2831,2831,2022-10-10,,BlueDart,Delivered
2832,2832,2023-04-07,,DTDC,Pending
2833,2833,2022-02-19,,Amazon Logistics,Cancelled
2834,2834,2023-03-26,,Delhivery,Delivered
2835,2835,2022-08-31,,Delhivery,Delivered
2836,2836,2023-01-09,,Ekart,Delivered
2837,2837,2023-05-02,,India Post,Delivered
2838,2838,2023-01-21,,BlueDart,Delivered
2839,2839,2022-11-30,,India Post,Delivered
2840,2840,2022-07-01,,DTDC,Delivered
2841,2841,2022-12-26,,FedEx,Delivered
2842,2842,2023-11-25,,Ekart,In Transit
2843,2843,2023-02-24,,India Post,Delivered
2844,2844,2022-09-18,,Amazon Logistics,Delivered
2845,2845,2023-01-06,,FedEx,Delivered
2846,2846,2023-07-12,,Ekart,Delivered
2847,2847,2022-02-18,2022-02-21,BlueDart,Returned
2848,2848,2023-10-05,,DTDC,Delivered
2849,2849,2023-10-12,,BlueDart,Delivered
2850,2850,2023-08-13,,FedEx,Cancelled
2851,2851,2023-02-12,2023-02-20,Amazon Logistics,Returned
2852,2852,2023-06-02,,Delhivery,Delivered
2853,2853,2023-08-16,,DTDC,Pending
2854,2854,2023-11-16,,Amazon Logistics,In Transit
2855,2855,2023-12-07,,BlueDart,Delivered
2856,2856,2022-12-01,,FedEx,Delivered
2857,2857,2023-02-12,,FedEx,Cancelled
2858,2858,2022-08-14,,DTDC,In Transit
2859,2859,2023-12-07,,Amazon Logistics,Delivered
2860,2860,2023-10-23,,Amazon Logistics,Cancelled
2861,2861,2022-07-15,2022-07-23,BlueDart,Returned
2862,2862,2023-06-04,,FedEx,Delivered
